1289870797193012952,4935898,0,0
1289870797296940088,4935898,0,0
1289870797390242099,4935898,0,0
1289870797491188049,4935898,18.93302011,0
1289870797593471050,4936420,20.95193911,0
1289870797695024967,4937387,21.9260894345,0
1289870797792742967,4938509,21.0183300183,0
1289870797889626026,4939624,20.5552000483,0
1289870797992172956,4940842,21.1539562825,0
1289870798102479934,4942098,22.4378598987,0
1289870798194775104,4943394,23.8814336344,0
1289870798293281078,4944586,24.8230947733,0
1289870798394541978,4945954,25.3825509589,0
1289870798491594076,4947312,27.0924196741,0
1289870798593322992,4948824,27.7056384651,0
1289870798690793991,4950336,28.5674168092,0
1289870798799882888,4951894,29.2621208634,0
1289870798897097110,4953578,30.5257261774,0
1289870798992825031,4955206,31.4797097712,0
1289870799091341018,4956836,31.4167482164,0
1289870799212565898,4958570,32.626519111,0
1289870799292237997,4960299,34.6586966041,0
1289870799389635086,4962073,35.4390856011,0
1289870799498632907,4963848,33.6292039536,0
1289870799593174934,4965660,36.3520327863,0
1289870799691066026,4967563,37.4490082104,0
1289870799797610998,4969579,37.2200090059,0
1289870799890917062,4971628,38.1777558457,0
1289870799989687919,4973746,38.6638470353,0
1289870800091281890,4975867,38.3663800034,0
1289870800189393043,4977882,39.4416914313,0
1289870800289429903,4980118,40.4827851878,0
1289870800391294002,4982261,41.0538028024,0
1289870800502173900,4984551,41.4270171657,0
1289870800585680961,4986763,42.8386808737,0
1289870800690654039,4989020,42.8850424909,0
1289870800791038990,4991380,42.0622929597,0
1289870800891568899,4993668,44.0611278335,0
1289870800987299919,4995942,44.1716798906,0
1289870801089410066,4998340,44.9053058246,0
1289870801195460081,5000740,45.2478849401,0
1289870801290810108,5003282,46.216083102,0
1289870801386677980,5005614,46.41954682,0
1289870801485631942,5008194,45.8377577242,0
1289870801599513053,5010772,46.9266126377,0
1289870801692336082,5013370,47.7346877119,0
1289870801788935899,5015918,48.4986095349,0
1289870801889890909,5018572,47.1849431867,0
1289870801990880966,5021114,48.2650056305,0
1289870802086421012,5023790,49.0152870124,0
1289870802206317901,5026473,49.4008798729,0
1289870802284718990,5029142,50.3284429401,0
1289870802388184070,5031940,51.3407533152,0
1289870802512021064,5034725,47.7386433241,0
1289870802586822032,5037398,51.8766679391,0
1289870802687072038,5040198,52.6425624064,0
1289870802788429975,5042792,48.0454632687,0
1289870802887172937,5045412,51.6154695999,0
1289870802987911939,5048070,52.7466415781,0
1289870803085117101,5050879,52.9229049196,0
1289870803297780990,5056601,52.9612400533,0
1289870803387341976,5059602,53.6123055275,0
1289870803596920967,5065322,53.2941638762,0
1289870803694149971,5068409,53.4657612131,0
1289870803785839080,5071320,54.0557439902,0
1289870803886024951,5074295,52.6289328048,0
1289870803989947080,5077230,53.2165540376,0
1289870804084367036,5080146,54.5394275831,0
1289870804194169044,5083179,54.9007529722,0
1289870804284449100,5086040,54.9442297437,0
1289870804385462999,5089086,55.6825246903,0
1289870804493339061,5092261,54.6173917318,0
1289870804586997032,5095305,55.5923203235,0
1289870804684226036,5098292,55.5679286039,0
1289870804789192914,5101415,54.8998023613,0
1289870804889782905,5104540,55.9870508071,0
1289870804985645055,5107598,56.3263006242,0
1289870805085623025,5110713,55.9221344104,0
1289870805190040111,5113758,55.934145998,0
1289870805288409948,5116816,56.8394314069,0
1289870805385400056,5119966,57.4387531134,0
1289870805485857009,5123114,56.7015269571,0
1289870805590492963,5126305,56.5679130924,0
1289870805696362972,5129408,57.3479492256,0
1289870805785675048,5132538,58.1473698499,0
1289870805883241891,5135601,57.9118293383,0
1289870805986854076,5138869,56.3764337915,0
1289870806082622051,5141884,57.8371261268,0
1289870806185473918,5145166,57.9745804809,0
1289870806282233953,5148332,58.0970567713,0
1289870806385837078,5151554,57.9570571956,0
1289870806482795953,5154728,58.1351948792,0
1289870806583679914,5158028,58.5675877796,0
1289870806684897899,5161254,58.1051032334,0
1289870806785862922,5164432,58.4038824595,0
1289870806894606113,5167810,58.9374026149,0
1289870806985110044,5171033,59.3718402682,0
1289870807084759950,5174148,58.9542458836,0
1289870807183525085,5177581,58.0385020889,0
1289870807282529115,5180778,59.055804416,0
1289870807382580041,5184048,58.317422398,0
1289870807478852033,5187293,59.2399113078,0
1289870807588613033,5190656,59.0263182376,0
1289870807688292980,5193895,59.4445929612,0
1289870807783070087,5197200,60.2732057565,0
1289870807883239984,5200415,59.3215995213,0
1289870807984229087,5203752,59.007665344,0
1289870808082114934,5206980,59.9237043189,0
1289870808183965921,5210294,59.7069815716,0
1289870808283770084,5213596,59.9243711281,0
1289870808388612031,5216970,60.0893134723,0
1289870808482988119,5220357,60.196624001,0
1289870808582566976,5223768,59.9676427057,0
1289870808681963920,5227062,58.8705022829,0
1289870808780649900,5230342,59.6866353191,0
1289870808885061979,5233808,60.1451173025,0
1289870808990088939,5237022,60.2096635213,0
1289870809082550048,5240440,60.8853718185,0
1289870809182475090,5243978,60.8683987785,0
1289870809287918090,5247198,58.6744458139,0
1289870809381120920,5250626,60.2486074258,0
1289870809482511043,5254076,60.9802235332,0
1289870809681843042,5260704,59.1148585824,0
1289870809781085968,5264160,60.4455248424,0
1289870809882919073,5267532,60.3517569163,0
1289870809981723070,5270902,60.1547478186,0
1289870810078777074,5274245,60.6309192347,0
1289870810184808015,5277628,60.253335473,0
1289870810279040098,5280957,60.7166404678,0
1289870810378272056,5284356,61.0853924927,0
1289870810492558956,5287666,60.0095400524,0
1289870810579855918,5291082,61.7317112357,0
1289870810681534051,5294547,62.119976502,0
1289870810784913063,5297887,58.8863926687,0
1289870810879937887,5301421,61.0206379131,0
1289870810980977058,5304695,60.8556939663,0
1289870811085944890,5308043,59.9202269728,0
1289870811179471969,5311508,61.8092259508,0
1289870811277936935,5314784,61.2229525287,0
1289870811384566068,5318264,59.9267860653,0
1289870811479505062,5321734,61.484488919,0
1289870811579166889,5325086,61.0931531341,0
1289870811687077999,5328488,60.1480905396,0
1289870811779836893,5332087,61.7101325259,0
1289870811879198074,5335433,61.3011683534,0
1289870811982975006,5338876,59.3788687266,0
1289870812080092906,5342395,61.3310880341,0
1289870812175853967,5345602,61.0011309603,0
1289870812278875112,5349090,60.337917298,0
1289870812375238895,5352624,61.3235602836,0
1289870812479948997,5356090,60.7203596694,0
1289870812593910932,5359585,60.3733937037,0
1289870812678138017,5363054,62.2622406708,0
1289870812777117967,5366512,61.8048892795,0
1289870812876530885,5369872,58.3568363002,0
1289870812979044914,5373378,60.7536671901,0
1289870813077575922,5376905,61.1192390652,0
1289870813178298950,5380350,60.7008055164,0
1289870813278033971,5383813,60.4044686465,0
1289870813376085996,5387354,60.8768826633,0
1289870813478734970,5390798,60.4269336172,0
1289870813575366973,5394174,60.3957311556,0
1289870813676791906,5397771,61.0623888662,0
1289870813777295112,5401107,60.4453359003,0
1289870813877546072,5404596,60.6848063031,0
1289870813976464033,5408130,61.2283573004,0
1289870814077963113,5411466,60.4865730925,0
1289870814179826974,5415030,60.6974478998,0
1289870814273689031,5418452,61.3378995384,0
1289870814375359058,5421873,60.3437694492,0
1289870814478817939,5425409,60.2848077019,0
1289870814574430942,5428866,61.1905320922,0
1289870814677273035,5432201,60.6787598165,0
1289870814775855064,5435752,60.669062419,0
1289870814877145051,5439192,61.3472327351,0
1289870814974731922,5442519,60.4371832094,0
1289870815076602935,5446062,61.1573309432,0
1289870815175790071,5449506,61.0049616207,0
1289870815273096084,5452806,60.7802610072,0
1289870815376370906,5456337,60.9549108232,0
1289870815475147008,5459726,61.2312583496,0
1289870815589103937,5463149,61.1455184323,0
1289870815675452947,5466685,62.190120714,0
1289870815775075912,5470137,62.1580701187,0
1289870815882010936,5473701,58.694585177,0
1289870816073010921,5480484,61.1830821084,0
1289870816180841922,5484116,60.9066247072,0
1289870816275038003,5487523,60.881560249,0
1289870816375066041,5491060,61.0806173615,0
1289870816477003097,5494562,60.2482303315,0
1289870816575268030,5497916,60.7003385346,0
1289870816674118041,5501448,61.1055283941,0
1289870816780595064,5504976,60.9021300058,0
1289870816875955104,5508316,60.8644838808,0
1289870816971467971,5511765,61.4478005358,0
1289870817079088926,5515348,60.5461714421,0
1289870817175870895,5518757,60.7107695488,0
1289870817273874998,5522268,61.3300814606,0
1289870817371345996,5525741,60.4958490481,0
1289870817473211050,5529202,60.2591830538,0
1289870817579217910,5532614,60.6196973832,0
1289870817679229021,5536182,61.6256999172,0
