1289870797319284418,43.4723815,-80.539459333,338.3,47.5,nan,0.0,0,0
1289870797581341247,43.4723815,-80.539459333,338.3,47.5,nan,0.0,20.95193911,0
1289870797728526089,43.4723815,-80.5394595,338.3,47.5,nan,0.0,21.0183300183,0
1289870798017176114,43.4723815,-80.5394595,338.3,47.5,nan,0.0,22.4378598987,0
1289870798318943174,43.4723815,-80.539459833,338.3,47.5,nan,0.005,25.3825509589,0
1289870798449632689,43.4723815,-80.539459833,338.3,47.5,nan,0.005,27.0924196741,0
1289870798749539723,43.4723815,-80.539459833,338.3,47.5,nan,0.01,29.2621208634,0
1289870798885473559,43.4723815,-80.539459833,338.3,47.5,nan,0.01,30.5257261774,0
1289870799181634793,43.4723815,-80.53946,338.3,47.5,nan,0.01,32.626519111,0
1289870799316904298,43.4723815,-80.53946,338.3,47.5,nan,0.01,35.4390856011,0
1289870799617570084,43.4723815,-80.539460333,338.3,47.5,nan,0.01,37.4490082104,0
1289870799728673175,43.4723815,-80.539460333,338.3,47.5,nan,0.01,37.2200090059,0
1289870800049928737,43.472381667,-80.5394605,338.3,47.5,nan,0.015,38.3663800034,0
1289870800316596577,43.472381667,-80.5394605,338.3,47.5,nan,0.015,41.0538028024,0
1289870800486662113,43.472381667,-80.539460667,338.3,47.5,nan,0.01,41.4270171657,0
1289870800750002003,43.472381667,-80.539460667,338.3,47.5,nan,0.01,42.0622929597,0
1289870800917736249,43.472381667,-80.539460833,338.3,47.5,nan,0.01,44.1716798906,0
1289870801185353562,43.472381667,-80.539460833,338.3,47.5,nan,0.01,45.2478849401,0
1289870801329595227,43.472381833,-80.539461,338.3,47.5,nan,0.015,46.41954682,0
1289870801618036903,43.472381833,-80.539461,338.3,47.5,nan,0.015,47.7346877119,0
1289870801919518738,43.472381833,-80.539461,338.3,47.5,nan,0.015,48.2650056305,0
1289870802050763131,43.472381833,-80.539461,338.3,47.5,nan,0.015,49.0152870124,0
1289870802349698621,43.472381833,-80.539461,338.3,47.5,nan,0.021,51.3407533152,0
1289870802485210672,43.472381833,-80.539461,338.3,47.5,nan,0.021,47.7386433241,0
1289870802757474811,43.472381833,-80.539461167,338.3,47.5,nan,0.015,48.0454632687,0
1289870802890161166,43.472381833,-80.539461167,338.3,47.5,nan,0.015,52.7466415781,0
1289870803153430230,43.472381833,-80.539461167,338.3,47.5,nan,0.021,52.9612400533,0
1289870803285459796,43.472381833,-80.539461167,338.3,47.5,nan,0.021,52.9612400533,0
1289870803553000845,43.472381833,-80.539461167,338.3,47.5,nan,0.015,53.2941638762,0
1289870803680602120,43.472381833,-80.539461167,338.3,47.5,nan,0.015,53.4657612131,0
1289870803954230410,43.472382,-80.539461333,338.3,47.5,nan,0.021,53.2165540376,0
1289870804084769895,43.472382,-80.539461333,338.3,47.5,nan,0.021,54.5394275831,0
