[ 20.46921758 -24.96726391  -6.04287663],[-24.96726391  30.45374393   7.37078032],[-6.04287663  7.37078032  2.22931383]
[ 20.62839739 -24.98910982  -6.04611157],[-24.98910982  30.48222452   7.37488606],[-6.04611157  7.37488606  2.23514815]
[ 20.75689103 -25.32640731  -6.0960083 ],[-25.32640731  30.90187975   7.43801176],[-6.0960083   7.43801176  2.24098408]
[ 21.07241412 -25.71769226  -6.15393747],[-25.71769226  31.38699416   7.5105339 ],[-6.15393747  7.5105339   2.24681576]
[ 21.45128081 -26.01302649  -6.19709247],[-26.01302649  31.75581167   7.56530295],[-6.19709247  7.56530295  2.25265006]
[ 21.36475175 -26.08430346  -6.20735845],[-26.08430346  31.84642342   7.57858709],[-6.20735845  7.57858709  2.25848593]
[ 21.64536644 -26.4596892   -6.25970097],[-26.4596892   32.34480684   7.65197267],[-6.25970097  7.65197267  2.26411326]
[ 21.80569917 -26.48299462  -6.26308087],[-26.48299462  32.37513507   7.65626232],[-6.26308087  7.65626232  2.26994753]
[ 22.00934677 -26.90847165  -6.32524094],[-26.90847165  32.89810907   7.73319529],[-6.32524094  7.73319529  2.27577522]
[ 22.27900015 -27.24184259  -6.37361602],[-27.24184259  33.31020364   7.79339529],[-6.37361602  7.79339529  2.28160502]
[ 22.66724193 -27.54912702  -6.4176032 ],[-27.54912702  33.69425391   7.84921881],[-6.4176032   7.84921881  2.28743926]
[ 22.58158794 -27.62695395  -6.4281267 ],[-27.62695395  33.7995995    7.86435264],[-6.4281267   7.86435264  2.29326839]
[ 22.85590902 -27.99526428  -6.47833483],[-27.99526428  34.2902514    7.93504672],[-6.47833483  7.93504672  2.29889469]
[ 23.02945079 -28.03506476  -6.48399276],[-28.03506476  34.34117267   7.94222764],[-6.48399276  7.94222764  2.3047289 ]
[ 23.19202881 -28.41177256  -6.53779926],[-28.41177256  34.80630655   8.00923789],[-6.53779926  8.00923789  2.31056135]
[ 23.51104162 -28.81100521  -6.59425891],[-28.81100521  35.30571208   8.08076652],[-6.59425891  8.08076652  2.3163973 ]
[ 23.91619291 -29.1397156   -6.64038002],[-29.1397156   35.71691046   8.13930041],[-6.64038002  8.13930041  2.32223148]
[ 23.83629642 -29.220968    -6.65150736],[-29.220968    35.82205054   8.15409787],[-6.65150736  8.15409787  2.3280665 ]
[ 24.12368173 -29.60536382  -6.70302496],[-29.60536382  36.33266355   8.22616983],[-6.70302496  8.22616983  2.3337094 ]
[ 24.30226382 -29.65149388  -6.70945262],[-29.65149388  36.39153251   8.23432777],[-6.70945262  8.23432777  2.33954355]
[ 24.45331401 -30.01607684  -6.7603359 ],[-30.01607684  36.84428677   8.29821152],[-6.7603359   8.29821152  2.34537851]
[ 24.79378624 -30.44457597  -6.81958465],[-30.44457597  37.38324763   8.37384702],[-6.81958465  8.37384702  2.35121368]
[ 25.18577768 -30.75718244  -6.86260603],[-30.75718244  37.77476633   8.42844783],[-6.86260603  8.42844783  2.35704781]
[ 25.12046706 -30.85412528  -6.8758724 ],[-30.85412528  37.8964726    8.44526648],[-6.8758724   8.44526648  2.36288382]
[ 25.42844701 -31.26249242  -6.9299108 ],[-31.26249242  38.43504393   8.51983977],[-6.9299108   8.51983977  2.3685647 ]
[ 25.5984815  -31.29798454  -6.93476129],[-31.29798454  38.48067856   8.52599604],[-6.93476129  8.52599604  2.3743988 ]
[ 25.77608954 -31.6970276   -6.98930266],[-31.6970276   38.97804601   8.59479204],[-6.98930266  8.59479204  2.38023442]
[ 26.12594683 -32.13377078  -7.04883564],[-32.13377078  39.52313294   8.66975962],[-7.04883564  8.66975962  2.38606891]
[ 26.56231309 -32.50208762  -7.09854318],[-32.50208762  39.98458478   8.73284671],[-7.09854318  8.73284671  2.39190298]
[ 26.46893062 -32.56575287  -7.10693203],[-32.56575287  40.06691166   8.74393474],[-7.10693203  8.74393474  2.39773857]
[ 26.77917386 -32.98264355  -7.1605434 ],[-32.98264355  40.62316587   8.81930346],[-7.1605434   8.81930346  2.40334288]
[ 26.9619495  -33.03409862  -7.16744294],[-33.03409862  40.68879657   8.82806017],[-7.16744294  8.82806017  2.40917692]
[ 27.14984027 -33.44207603  -7.22247501],[-33.44207603  41.19259944   8.8963532 ],[-7.22247501  8.8963532   2.41500769]
[ 27.48256401 -33.86135535  -7.27825981],[-33.86135535  41.72068631   8.96756764],[-7.27825981  8.96756764  2.42084294]
[ 27.92488794 -34.23743394  -7.32809428],[-34.23743394  42.19224382   9.03081444],[-7.32809428  9.03081444  2.42667695]
[ 27.84494529 -34.319134    -7.33862551],[-34.319134    42.29862876   9.04491926],[-7.33862551  9.04491926  2.43251177]
[ 28.17784793 -34.76258641  -7.39497551],[-34.76258641  42.8860807    9.12307021],[-7.39497551  9.12307021  2.43815759]
[ 28.34545491 -34.79510093  -7.39925434],[-34.79510093  42.92806741   9.12850091],[-7.39925434  9.12850091  2.44399156]
[ 28.5333232  -35.20592872  -7.45344809],[-35.20592872  43.4389452    9.19646023],[-7.45344809  9.19646023  2.4498261 ]
[ 28.91188466 -35.68186898  -7.51573825],[-35.68186898  44.03710914   9.27561798],[-7.51573825  9.27561798  2.45566207]
[ 29.35440693 -36.05850499  -7.5647323 ],[-36.05850499  44.50976196   9.33779881],[-7.5647323   9.33779881  2.46149601]
[ 29.28145936 -36.14470747  -7.57597631],[-36.14470747  44.61662611   9.35170115],[-7.57597631  9.35170115  2.46733173]
[ 29.6164721  -36.59214389  -7.63171465],[-36.59214389  45.21082175   9.42923955],[-7.63171465  9.42923955  2.4729679 ]
[ 29.79977891 -36.64434345  -7.63846164],[-36.64434345  45.27748667   9.4378025 ],[-7.63846164  9.4378025   2.47880181]
[ 29.99131959 -37.05966696  -7.69228582],[-37.05966696  45.79388239   9.50520231],[-7.69228582  9.50520231  2.48463602]
[ 30.37943514 -37.54721929  -7.75499699],[-37.54721929  46.40618617   9.58472667],[-7.75499699  9.58472667  2.49047202]
[ 30.8282813  -37.93203835  -7.80416885],[-37.93203835  46.88942421   9.64713152],[-7.80416885  9.64713152  2.49630589]
[ 30.75886305 -38.02538406  -7.81591916],[-38.02538406  47.00856066   9.6623642 ],[-7.81591916  9.6623642   2.50214168]
[ 31.09119181 -38.46931893  -7.87026149],[-38.46931893  47.59832157   9.73792226],[-7.87026149  9.73792226  2.5077898 ]
[ 31.28637153 -38.53643468  -7.87878581],[-38.53643468  47.68372409   9.74874079],[-7.87878581  9.74874079  2.51362365]
[ 31.50062892 -38.98007007  -7.9352967 ],[-38.98007007  48.23541503   9.81943668],[-7.9352967   9.81943668  2.51945738]
[ 31.88629591 -39.46644959  -7.99662721],[-39.46644959  48.84859298   9.8976217 ],[-7.99662721  9.8976217   2.52529286]
[ 32.38248284 -39.91088202  -8.05241346],[-39.91088202  49.40689398   9.96842048],[-8.05241346  9.96842048  2.53112667]
[ 32.33859432 -40.03501396  -8.06794309],[-40.03501396  49.56314347   9.98807247],[-8.06794309  9.98807247  2.53696268]
[ 32.6416724  -40.44107657  -8.11667173],[-40.44107657  50.10407253  10.0560703 ],[ -8.11667173  10.0560703    2.54263463]
[ 32.82359867 -40.49161726  -8.12297809],[-40.49161726  50.16875036  10.06407448],[ -8.12297809  10.06407448   2.54846841]
[ 33.0333552  -40.93977564  -8.17833439],[-40.93977564  50.73857216  10.135791  ],[ -8.17833439  10.135791     2.55429979]
[ 33.46585687 -41.48424991  -8.24589941],[-41.48424991  51.42384505  10.22161072],[ -8.24589941  10.22161072   2.56013578]
[ 33.9190797  -41.87513079  -8.29412615],[-41.87513079  51.91541934  10.28282005],[ -8.29412615  10.28282005   2.56596952]
[ 34.26048931 -42.47629999  -8.36858877],[-42.47629999  52.66229834  10.37541214],[ -8.36858877  10.37541214   2.57179754]
[ 34.45080593 -42.53738233  -8.37606353],[-42.53738233  52.74021941  10.38489876],[ -8.37606353  10.38489876   2.57763126]
[ 34.65967319 -43.00834232  -8.43125909],[-43.00834232  53.3680034   10.46214384],[ -8.43125909  10.46214384   2.58335489]
[ 35.04999492 -43.50146301  -8.49115493],[-43.50146301  53.9908019   10.53859415],[ -8.49115493  10.53859415   2.58919008]
[ 35.5368543  -43.93479552  -8.54362474],[-43.93479552  54.53595169  10.60518664],[ -8.54362474  10.60518664   2.59502377]
[ 35.467526   -44.02948525  -8.55482787],[-44.02948525  54.65832657  10.61998733],[ -8.55482787  10.61998733   2.60085904]
[ 35.85037807 -44.54039226  -8.61415504],[-44.54039226  55.33683875  10.70219826],[ -8.61415504  10.70219826   2.60648817]
[ 36.02604213 -44.58313813  -8.61929939],[-44.58313813  55.39181782  10.70872752],[ -8.61929939  10.70872752   2.61232182]
[ 36.27485428 -45.07204727  -8.67822149],[-45.07204727  56.00269207  10.78281984],[ -8.67822149  10.78281984   2.6181568 ]
[ 36.7005426  -45.60757618  -8.74239827],[-45.60757618  56.67630247  10.86413377],[ -8.74239827  10.86413377   2.62399273]
[ 37.24237144 -46.11022259  -8.80224906],[-46.11022259  57.30885004  10.94009459],[ -8.80224906  10.94009459   2.62982635]
[ 37.15907865 -46.18716471  -8.81118497],[-46.18716471  57.40869551  10.95193087],[ -8.81118497  10.95193087   2.63566183]
[ 37.52229898 -46.67571739  -8.86667647],[-46.67571739  58.0620778   11.02966784],[ -8.86667647  11.02966784   2.64126674]
[ 37.70210236 -46.72369136  -8.87235698],[-46.72369136  58.12365993  11.03687769],[ -8.87235698  11.03687769   2.64710033]
[ 37.94517927 -47.20680243  -8.9295586 ],[-47.20680243  58.72899503  11.10907699],[ -8.9295586   11.10907699   2.65293599]
[ 38.41906489 -47.80525279  -8.99998635],[-47.80525279  59.48458792  11.19877938],[ -8.99998635  11.19877938   2.65877156]
[ 38.8950283  -48.22544353  -9.04923244],[-48.22544353  60.01393032  11.26128206],[ -9.04923244  11.26128206   2.66460512]
[ 38.85249583 -48.35060212  -9.0638541 ],[-48.35060212  60.17067178  11.27965663],[ -9.0638541   11.27965663   2.67044105]
[ 39.24861814 -48.87583532  -9.12321216],[-48.87583532  60.86449511  11.36102735],[ -9.12321216  11.36102735   2.67611926]
[ 39.44231195 -48.94129876  -9.13084139],[-48.94129876  60.94809687  11.37071055],[ -9.13084139  11.37071055   2.68195277]
[ 39.69020099 -49.43221708  -9.18793704],[-49.43221708  61.56542606  11.44312944],[ -9.18793704  11.44312944   2.68778878]
[ 40.14974249 -50.01405272  -9.25524141],[-50.01405272  62.3019069   11.52914346],[ -9.25524141  11.52914346   2.69362327]
[ 40.67871754 -50.50113654  -9.31143313],[-50.50113654  62.91565583  11.60046189],[ -9.31143313  11.60046189   2.69945675]
[ 40.63718724 -50.62814146  -9.3260168 ],[-50.62814146  63.07544716  11.6188875 ],[ -9.3260168   11.6188875    2.70529275]
[ 41.05448013 -51.18077267  -9.3875351 ],[-51.18077267  63.80476704  11.70301773],[ -9.3875351   11.70301773   2.71097002]
[ 41.2245284  -51.21652731  -9.39163384],[-51.21652731  63.85104583  11.70822008],[ -9.39163384  11.70822008   2.71680347]
[ 41.49980221 -51.74193985  -9.45178773],[-51.74193985  64.5118349   11.78448607],[ -9.45178773  11.78448607   2.72263947]
[ 41.95910274 -52.32211656  -9.5179468 ],[-52.32211656  65.24457753  11.86867923],[ -9.5179468   11.86867923   2.72847526]
[ 42.50509829 -52.83086569  -9.57572654],[-52.83086569  65.88590379  11.94201379],[ -9.57572654  11.94201379   2.73430867]
[ 42.44345418 -52.93481028  -9.58731136],[-52.93481028  66.01946621  11.95714455],[ -9.58731136  11.95714455   2.74014428]
[ 42.8576179  -53.48631947  -9.64754676],[-53.48631947  66.75094326  12.04014134],[ -9.64754676  12.04014134   2.74579467]
[ 43.06974078 -53.5750499   -9.65756912],[-53.5750499   66.86391906  12.0528623 ],[ -9.65756912  12.0528623    2.75162804]
[ 43.3253821  -54.07665294  -9.71407175],[-54.07665294  67.49587197  12.12463619],[ -9.71407175  12.12463619   2.75746405]
[ 43.84762756 -54.73736122  -9.78821068],[-54.73736122  68.33160495  12.21915215],[ -9.78821068  12.21915215   2.76329931]
[ 44.36475615 -55.21005374  -9.84106717],[-55.21005374  68.92790575  12.28623967],[ -9.84106717  12.28623967   2.76913264]
[ 44.30991282 -55.3188363   -9.85323767],[-55.3188363   69.06295916  12.30130271],[ -9.85323767  12.30130271   2.77496833]
[ 44.72780148 -55.87715676  -9.91316235],[-55.87715676  69.80572697  12.38422898],[ -9.91316235  12.38422898   2.7805999 ]
[ 44.93198443 -55.95593306  -9.92192724],[-55.95593306  69.90622542  12.3953538 ],[ -9.92192724  12.3953538    2.7864332 ]
[ 45.21176129 -56.48616674  -9.98089675],[-56.48616674  70.57205895  12.46982181],[ -9.98089675  12.46982181   2.7922689 ]
[ 45.72038533 -57.1314444  -10.05212701],[-57.1314444   71.39051796  12.56097341],[-10.05212701  12.56097341   2.7981025 ]
[ 46.28715038 -57.66687907 -10.11111973],[-57.66687907  72.06612575  12.63584841],[-10.11111973  12.63584841   2.80393576]
[ 46.22975917 -57.7750324  -10.12288802],[-57.7750324   72.20358658  12.65094612],[-10.12288802  12.65094612   2.80977172]
[ 46.69335672 -58.38903928 -10.18821861],[-58.38903928  73.01424012  12.74014865],[-10.18821861  12.74014865   2.81543653]
[ 46.87756293 -58.44268528 -10.19409536],[-58.44268528  73.08312772  12.74760771],[-10.19409536  12.74760771   2.82126975]
[ 47.17737561 -58.99692124 -10.25488899],[-58.99692124  73.77766826  12.8240895 ],[-10.25488899  12.8240895    2.82710476]
[ 47.67067116 -59.62297007 -10.3229641 ],[-59.62297007  74.57202773  12.91120459],[-10.3229641   12.91120459   2.83293856]
[ 48.26163873 -60.18913948 -10.38443258],[-60.18913948  75.28666559  12.9892211 ],[-10.38443258  12.9892211    2.83877174]
[ 48.20926523 -60.30145614 -10.39661767],[-60.30145614  75.42669746  13.00437146],[-10.39661767  13.00437146   2.84460754]
[ 48.65769012 -60.89909084 -10.45900952],[-60.89909084  76.22020913  13.09030861],[-10.45900952  13.09030861   2.85024601]
[ 48.87304005 -60.99201442 -10.46904505],[-60.99201442  76.33863051  13.10304615],[-10.46904505  13.10304615   2.85607916]
[ 49.16689159 -61.54388203 -10.52839398],[-61.54388203  77.03658588  13.17875149],[-10.52839398  13.17875149   2.86191486]
[ 49.70291437 -62.22276358 -10.60124186],[-62.22276358  77.89628452  13.27162769],[-10.60124186  13.27162769   2.86775012]
[ 50.28113172 -62.77312506 -10.66012437],[-62.77312506  78.59133435  13.34636314],[-10.66012437  13.34636314   2.87358323]
[ 50.21124391 -62.86496094 -10.66982749],[-62.86496094  78.70753753  13.35872695],[-10.66982749  13.35872695   2.87941923]
[ 50.68969835 -63.50173434 -10.73542984],[-63.50173434  79.55206772  13.44885537],[-10.73542984  13.44885537   2.88505091]
[ 50.92631012 -63.62151106 -10.7481802 ],[-63.62151106  79.70440311  13.46503834],[-10.7481802   13.46503834   2.89088399]
[ 51.26849707 -64.22738147 -10.81284676],[-64.22738147  80.46181998  13.54595672],[-10.81284676  13.54595672   2.89671708]
[ 51.75913708 -64.85049251 -10.87863272],[-64.85049251  81.25302445  13.630148  ],[-10.87863272  13.630148     2.90255099]
[ 52.36479091 -65.43567332 -10.94035623],[-65.43567332  81.9922633   13.70848763],[-10.94035623  13.70848763   2.90838402]
[ 52.29436457 -65.53106806 -10.95003747],[-65.53106806  82.11823526  13.72170147],[-10.95003747  13.72170147   2.91421816]
[ 52.79401984 -66.19609952 -11.0175735 ],[-66.19609952  83.00037877  13.81445101],[-11.0175735   13.81445101   2.91983976]
[ 53.01495808 -66.2961566  -11.02807246],[-66.2961566   83.12790581  13.82777669],[-11.02807246  13.82777669   2.92567275]
[ 53.32047059 -66.85905493 -11.08713324],[-66.85905493  83.83521804  13.902264  ],[-11.08713324  13.902264     2.93150827]
[ 53.8412593  -67.52290691 -11.15613084],[-67.52290691  84.68121046  13.99102478],[-11.15613084  13.99102478   2.93733814]
[ 54.48553348 -68.15709289 -11.22210207],[-68.15709289  85.48263158  14.07475686],[-11.22210207  14.07475686   2.94317109]
[ 54.45923405 -68.3042547  -11.23727701],[-68.3042547   85.66905766  14.09409906],[-11.23727701  14.09409906   2.94900709]
[ 54.92035924 -68.91925747 -11.29879077],[-68.91925747  86.48639902  14.1787907 ],[-11.29879077  14.1787907    2.95465308]
[ 55.13722923 -69.01422218 -11.30861892],[-69.01422218  86.60755295  14.1912652 ],[-11.30861892  14.1912652    2.96048599]
[ 55.4755172  -69.62249261 -11.37133738],[-69.62249261  87.37713092  14.27117585],[-11.37133738  14.27117585   2.9663218 ]
[ 56.07163787 -70.38001202 -11.4491233 ],[-70.38001202  88.3396015   14.37071352],[-11.4491233   14.37071352   2.97215497]
[ 56.64547743 -70.92556512 -11.5050812 ],[-70.92556512  89.02949774  14.4417377 ],[-11.5050812   14.4417377    2.97798784]
[ 56.58666611 -71.02752745 -11.51562404],[-71.02752745  89.15368327  14.45440007],[-11.51562404  14.45440007   2.98382272]
[ 57.11937781 -71.73387415 -11.58562408],[-71.73387415  90.08761914  14.54990828],[-11.58562408  14.54990828   2.98946603]
[ 57.3403849  -71.83409794 -11.59585497],[-71.83409794  90.21545842  14.56289383],[-11.59585497  14.56289383   2.99529886]
[ 57.72944078 -72.50554017 -11.66422097],[-72.50554017  91.06364686  14.64972879],[-11.66422097  14.64972879   3.00113487]
[ 58.25473392 -73.17061138 -11.73172852],[-73.17061138  91.90563689  14.73558798],[-11.73172852  14.73558798   3.00697075]
[ 58.88927483 -73.79299517 -11.79472293],[-73.79299517  92.69277827  14.81554272],[-11.79472293  14.81554272   3.01280353]
[ 58.83039814 -73.90288803 -11.8054712 ],[-73.90288803  92.83698709  14.83006153],[-11.8054712   14.83006153   3.01863787]
[ 59.40773895 -74.66750197 -11.88026916],[-74.66750197  93.84696342  14.93189347],[-11.88026916  14.93189347   3.02426758]
[ 59.61113374 -74.74551977 -11.88812229],[-74.74551977  93.94680614  14.94186092],[-11.88812229  14.94186092   3.03010033]
[ 59.96069308 -75.359088   -11.95019155],[-75.359088    94.71191719  15.01909833],[-11.95019155  15.01909833   3.03593116]
[ 60.55607224 -76.11710528 -12.02588659],[-76.11710528  95.67684222  15.11616672],[-12.02588659  15.11616672   3.04176285]
[ 61.19962932 -76.75109707 -12.08919138],[-76.75109707  96.4789257   15.19651359],[-12.08919138  15.19651359   3.04759555]
[ 61.23420743 -76.97616867 -12.11145721],[-76.97616867  96.76504106  15.22504529],[-12.11145721  15.22504529   3.0534314 ]
[ 61.7084762  -77.6039794  -12.17209544],[-77.6039794   97.59401048  15.30750896],[-12.17209544  15.30750896   3.05913592]
[ 61.94418348 -77.72284652 -12.18390561],[-77.72284652  97.74549387  15.32249952],[-12.18390561  15.32249952   3.06496859]
[ 62.29551265 -78.35670363 -12.24614671],[-78.35670363  98.55883349  15.40348022],[-12.24614671  15.40348022   3.07079607]
[ 62.89213653 -79.11660115 -12.32101299],[-79.11660115  99.52653826  15.49950014],[-12.32101299  15.49950014   3.07662779]
[ 63.54332915 -79.76051334 -12.38446375],[ -79.76051334  100.34150334   15.58003748],[-12.38446375  15.58003748   3.08246041]
[ 63.4968548  -79.88041216 -12.39622497],[ -79.88041216  100.49128135   15.59471837],[-12.39622497  15.59471837   3.08829628]
[ 64.0500046  -80.61633824 -12.46612756],[ -80.61633824  101.46750318   15.69045265],[-12.46612756  15.69045265   3.093919  ]
[ 64.29299123 -80.74445489 -12.4786926 ],[ -80.74445489  101.63073953   15.70640109],[-12.4786926   15.70640109   3.09975158]
[ 64.67479785 -81.40277254 -12.54333148],[ -81.40277254  102.45739688   15.78763292],[-12.54333148  15.78763292   3.10558616]
[ 65.30148586 -82.20047442 -12.62093961],[ -82.20047442  103.47265395   15.88703868],[-12.62093961  15.88703868   3.11141863]
[ 65.99010598 -82.8918946  -12.68817828],[ -82.8918946   104.34792272   15.97238185],[-12.68817828  15.97238185   3.11725117]
[ 66.58131376 -83.81642269 -12.77788255],[ -83.81642269  105.51297911   16.08554042],[-12.77788255  16.08554042   3.12308611]
[ 66.82717362 -83.94818071 -12.79060725],[ -83.94818071  105.68083033   16.1016912 ],[-12.79060725  16.1016912    3.12891862]
[ 67.13111563 -84.54981293 -12.84628292],[ -84.54981293  106.48818889   16.17954381],[-12.84628292  16.17954381   3.13464226]
[ 67.75762661 -85.35416625 -12.92298477],[ -85.35416625  107.52049792   16.27906192],[-12.92298477  16.27906192   3.14045794]
[ 68.45787578 -86.06055028 -12.99067669],[ -86.06055028  108.41501789   16.36498274],[-12.99067669  16.36498274   3.1462904 ]
[ 68.44762062 -86.22825965 -13.0065781 ],[ -86.22825965  108.62777625   16.38529713],[-13.0065781   16.38529713   3.15212637]
[ 68.97209943 -86.9250634  -13.07103173],[ -86.9250634   109.55106145   16.47333168],[-13.07103173  16.47333168   3.15779403]
[ 69.2492305  -87.09645424 -13.08738234],[ -87.09645424  109.76914268   16.49408633],[-13.08738234  16.49408633   3.16362645]
[ 69.60173501 -87.72931714 -13.14720439],[ -87.72931714  110.5781794    16.57135805],[-13.14720439  16.57135805   3.16945856]
[ 70.3498144  -88.6827971  -13.23738823],[ -88.6827971   111.79330925   16.68701805],[-13.23738823  16.68701805   3.17528846]
[ 70.98546511 -89.30772884 -13.29650026],[ -89.30772884  112.58513025   16.76205142],[-13.29650026  16.76205142   3.18112083]
[ 70.91619368 -89.39433542 -13.30485271],[ -89.39433542  112.68719943   16.77160621],[-13.30485271  16.77160621   3.18695445]
[ 71.51393825 -90.18712793 -13.37736592],[ -90.18712793  113.73612331   16.87036471],[-13.37736592  16.87036471   3.1925944 ]
[ 71.76938708 -90.3311403  -13.39093374],[ -90.3311403   113.91963433   16.88758682],[-13.39093374  16.88758682   3.19842672]
[ 72.18160045 -91.03450294 -13.45693642],[ -91.03450294  114.81154102   16.97171465],[-13.45693642  16.97171465   3.20426247]
[ 72.85325949 -91.89285388 -13.53700471],[ -91.89285388  115.90828892   17.07478859],[-13.53700471  17.07478859   3.21008944]
[ 73.54658061 -92.5909389  -13.60225261],[ -92.5909389   116.79290281   17.15760957],[-13.60225261  17.15760957   3.21592172]
[ 73.49942019 -92.71022531 -13.61331569],[ -92.71022531  116.94222773   17.17147659],[-13.61331569  17.17147659   3.22175767]
[ 74.12100388 -93.53457045 -13.68779126],[ -93.53457045  118.03288497   17.27285948],[-13.68779126  17.27285948   3.22738976]
[ 74.38395105 -93.68811727 -13.70207886],[ -93.68811727  118.22851943   17.2909949 ],[-13.70207886  17.2909949    3.23322199]
[ 74.78405116 -94.37066981 -13.76562662],[ -94.37066981  119.08720159   17.37096871],[-13.76562662  17.37096871   3.23905698]
[ 75.47015944 -95.24605726 -13.84638738],[ -95.24605726  120.20395276   17.47463929],[-13.84638738  17.47463929   3.24488712]
[ 76.20961271 -96.00271507 -13.91625315],[ -96.00271507  121.16293509   17.56332009],[-13.91625315  17.56332009   3.25071931]
[ 76.15339212 -96.11291078 -13.92621632],[ -96.11291078  121.30374521   17.57622553],[-13.92621632  17.57622553   3.25655517]
[ 76.76994274 -96.9322547  -13.99924024],[ -96.9322547   122.38985367   17.67590127],[-13.99924024  17.67590127   3.26217902]
[ 77.05452305 -97.11323148 -14.01587819],[ -97.11323148  122.62026819   17.69701991],[-14.01587819  17.69701991   3.26801116]
[ 77.47621421 -97.82450591 -14.08122724],[ -97.82450591  123.5170576    17.77950975],[-14.08122724  17.77950975   3.27384672]
[ 78.16696408 -98.70984342 -14.1616947 ],[ -98.70984342  124.65155018   17.88349709],[-14.1616947   17.88349709   3.27966782]
[ 78.94589044 -99.51670412 -14.2352904 ],[ -99.51670412  125.6743816    17.97691166],[-14.2352904   17.97691166   3.28549992]
[ 78.91888468 -99.66164649 -14.24841251],[ -99.66164649  125.8563635    17.99341519],[-14.24841251  17.99341519   3.29133588]
[  79.50985966 -100.44711461  -14.31757232],[-100.44711461  126.8977575    18.08780499],[-14.31757232  18.08780499   3.2969821 ]
[  79.77731944 -100.60646278  -14.33204476],[-100.60646278  127.10084889   18.10617533],[-14.33204476  18.10617533   3.30281415]
[  80.22187709 -101.35522112  -14.39957553],[-101.35522112  128.05585308   18.19294466],[-14.39957553  18.19294466   3.30864776]
[  80.91109997 -102.23432353  -14.47876489],[-102.23432353  129.17704701   18.29448299],[-14.47876489  18.29448299   3.31447923]
[  81.70383433 -103.05891502  -14.5530913 ],[-103.05891502  130.22264332   18.38882769],[-14.5530913   18.38882769   3.32031123]
[  81.65221087 -103.17208847  -14.56322097],[-103.17208847  130.3636458    18.40143598],[-14.56322097  18.40143598   3.32614711]
[  82.30537769 -104.03941833  -14.63872759],[-104.03941833  131.51267787   18.50431593],[-14.63872759  18.50431593   3.3317677 ]
[  82.59984539 -104.23302455  -14.65610187],[-104.23302455  131.75922367   18.52636983],[-14.65610187  18.52636983   3.33759966]
[  83.01569241 -104.94186226  -14.71943351],[-104.94186226  132.65919      18.60714194],[-14.71943351  18.60714194   3.34343535]
[  83.72882115 -105.8549073   -14.80053647],[-105.8549073   133.82800931   18.71171005],[-14.80053647  18.71171005   3.34925992]
[  84.52615286 -106.68556098  -14.87453335],[-106.68556098  134.88158817   18.8056375 ],[-14.87453335  18.8056375    3.35509183]
[  84.49630392 -106.82955928  -14.8871188 ],[-106.82955928  135.06572789   18.82193983],[-14.8871188   18.82193983   3.36092761]
[  85.14012216 -107.68485572  -14.96069574],[-107.68485572  136.1993372    18.92222291],[-14.96069574  18.92222291   3.36655722]
[  85.41115949 -107.84883148  -14.97524011],[-107.84883148  136.40841231   18.94068508],[-14.97524011  18.94068508   3.37238908]
[  85.84220229 -108.57666131  -15.03954853],[-108.57666131  137.33211781   19.02262443],[-15.03954853  19.02262443   3.37822488]
[  86.61304889 -109.56259626  -15.12618404],[-109.56259626  138.59300314   19.1341146 ],[-15.12618404  19.1341146    3.38405086]
[  87.43754275 -110.42790689  -15.20236894],[-110.42790689  139.69080052   19.23082089],[-15.20236894  19.23082089   3.38988267]
[  87.59919507 -110.31023845  -15.18257142],[-110.31023845  138.90936731   19.11881816],[-15.18257142  19.11881816   3.37919926]
[  88.51622827 -111.28975398  -15.27216976],[-111.28975398  139.92247119   19.20140585],[-15.27216976  19.20140585   3.38236793]
[  88.84941766 -111.5178295   -15.29335875],[-111.5178295   140.19447251   19.22522109],[-15.29335875  19.22522109   3.38819974]
[  89.40749525 -111.69874796  -15.28871525],[-111.69874796  139.54770033   19.10052792],[-15.28871525  19.10052792   3.36744822]
[  90.16941814 -112.1578049   -15.31434763],[-112.1578049   139.50820042   19.04884888],[-15.31434763  19.04884888   3.35369152]
[  91.08364142 -113.02307952  -15.39870154],[-113.02307952  140.46684251   19.13292475],[-15.39870154  19.13292475   3.3595234 ]
[  90.12715882 -110.93661872  -15.12036285],[-110.93661872  136.55077549   18.61150354],[-15.12036285  18.61150354   3.29541612]
[  91.23898898 -111.92201565  -15.21821681],[-111.92201565  137.2936919    18.66804449],[-15.21821681  18.66804449   3.29637128]
[  91.50319723 -112.05092807  -15.23147806],[-112.05092807  137.42681555   18.67966782],[-15.23147806  18.67966782   3.30220329]
[  92.17017305 -112.27906307  -15.24315404],[-112.27906307  136.77513715   18.56877343],[-15.24315404  18.56877343   3.28557479]
[  92.99819129 -112.73493828  -15.28572131],[-112.73493828  136.66036069   18.52976741],[-15.28572131  18.52976741   3.2776018 ]
[  94.10679569 -113.69906061  -15.38903395],[-113.69906061  137.57876468   18.61068918],[-15.38903395  18.61068918   3.28343385]
[  92.96695254 -111.37783139  -15.09371726],[-111.37783139  133.43474258   18.08282896],[-15.09371726  18.08282896   3.22149709]
[  94.01869379 -112.25763705  -15.19080762],[-112.25763705  134.03480332   18.13771393],[-15.19080762  18.13771393   3.22606769]
[  94.36527407 -112.45043086  -15.21254625],[-112.45043086  134.20434699   18.15265901],[-15.21254625  18.15265901   3.23189987]
