[ 1.91068838 -1.80561667 -1.1704538 ],[-1.80561667  1.70634277  1.10610178],[-1.1704538   1.10610178  1.26184252]
[ 1.92789985 -1.84465886 -1.18986894],[-1.84465886  1.76503162  1.138507  ],[-1.18986894  1.138507    1.26741193]
[ 2.01484659 -1.92617053 -1.2334141 ],[-1.92617053  1.84141627  1.17914258],[-1.2334141   1.17914258  1.2723236 ]
[ 2.19314289 -1.96685454 -1.25218496],[-1.96685454  1.88701979  1.20280449],[-1.25218496  1.20280449  1.27815909]
[ 2.08814231 -2.00194007 -1.27156987],[-2.00194007  1.91931444  1.2190888 ],[-1.27156987  1.2190888   1.28384723]
[ 2.14304882 -2.06955032 -1.30426352],[-2.06955032  1.99859032  1.25954379],[-1.30426352  1.25954379  1.28968085]
[ 2.3016997  -2.08850731 -1.31265391],[-2.08850731  2.02063594  1.27011757],[-1.31265391  1.27011757  1.29551631]
[ 2.23052958 -2.15253065 -1.34488176],[-2.15253065  2.07727628  1.29786361],[-1.34488176  1.29786361  1.30097938]
[ 2.30919479 -2.23476995 -1.38384601],[-2.23476995  2.16276046  1.33925561],[-1.38384601  1.33925561  1.30654862]
[ 2.51755004 -2.30925304 -1.41499645],[-2.30925304  2.2457967   1.37854654],[-1.41499645  1.37854654  1.31238407]
[ 2.38758344 -2.32075045 -1.42245863],[-2.32075045  2.25580386  1.382651  ],[-1.42245863  1.382651    1.31815781]
[ 2.42633988 -2.3826261  -1.44759857],[-2.3826261   2.33971545  1.42152786],[-1.44759857  1.42152786  1.32377609]
[ 2.59600798 -2.41408127 -1.46036406],[-2.41408127  2.37576547  1.4376144 ],[-1.46036406  1.4376144   1.32961153]
[ 2.51166271 -2.46978942 -1.48593785],[-2.46978942  2.42862913  1.46117402],[-1.48593785  1.46117402  1.33527974]
[ 2.58757799 -2.55447083 -1.52199946],[-2.55447083  2.52180192  1.50253497],[-1.52199946  1.50253497  1.34104219]
[ 2.69680984 -2.66371073 -1.56881959],[-2.66371073  2.63103207  1.54957342],[-1.56881959  1.54957342  1.3462235 ]
[ 2.85290087 -2.67998733 -1.57501366],[-2.67998733  2.65038003  1.55739094],[-1.57501366  1.55739094  1.35205892]
[ 2.78683129 -2.75554898 -1.60667213],[-2.75554898  2.72463149  1.58864519],[-1.60667213  1.58864519  1.35772617]
[ 2.86999223 -2.84655876 -1.64308118],[-2.84655876  2.82333     1.62967334],[-1.64308118  1.62967334  1.36345471]
[ 2.97191891 -2.95008726 -1.6846275 ],[-2.95008726  2.928429    1.67225989],[-1.6846275   1.67225989  1.36885023]
[ 3.1384     -2.97813417 -1.6946954 ],[-2.97813417  2.9609292   1.68497875],[-1.6946954   1.68497875  1.37468563]
[ 3.06816778 -3.05313267 -1.7240647 ],[-3.05313267  3.03818378  1.71562331],[-1.7240647   1.71562331  1.38042932]
[ 3.26135962 -3.111402   -1.74458641],[-3.111402    3.10441593  1.74154795],[-1.74458641  1.74154795  1.38626471]
[ 3.14324716 -3.14403085 -1.75660423],[-3.14403085  3.14482683  1.75704899],[-1.75660423  1.75704899  1.3921005 ]
[ 3.2352323  -3.25752184 -1.79696497],[-3.25752184  3.2799769   1.80935218],[-1.79696497  1.80935218  1.39792905]
[ 3.33361371 -3.3514595  -1.83284868],[-3.3514595   3.36941239  1.84266687],[-1.83284868  1.84266687  1.40310388]
[ 3.53474205 -3.41899895 -1.85548424],[-3.41899895  3.44640187  1.87125967],[-1.85548424  1.87125967  1.40893924]
[ 3.42292525 -3.45781652 -1.86920711],[-3.45781652  3.49307457  1.88826676],[-1.86920711  1.88826676  1.41477502]
[ 3.65542861 -3.56121924 -1.90328812],[-3.56121924  3.61060541  1.93131639],[-1.90328812  1.93131639  1.42061038]
[ 3.50517995 -3.57373346 -1.90561681],[-3.57373346  3.64363847  1.94289221],[-1.90561681  1.94289221  1.42628627]
[ 3.53998175 -3.63611613 -1.92317212],[-3.63611613  3.73487188  1.97540494],[-1.92317212  1.97540494  1.43167501]
[ 3.64167114 -3.75009565 -1.9619342 ],[-3.75009565  3.86175878  2.02035301],[-1.9619342   2.02035301  1.43743879]
[ 3.85228939 -3.82927906 -1.98704736],[-3.82927906  3.95300739  2.05209958],[-1.98704736  2.05209958  1.44327412]
[ 3.74333729 -3.86677108 -2.00014022],[-3.86677108  3.99428503  2.06609858],[-2.00014022  2.06609858  1.44909583]
[ 3.82657913 -3.9727926  -2.03317125],[-3.9727926   4.12460281  2.11086383],[-2.03317125  2.11086383  1.45489271]
[ 3.97121967 -3.97626344 -2.03424932],[-3.97626344  4.12986467  2.11222649],[-2.03424932  2.11222649  1.46072802]
[ 3.95150347 -4.10355517 -2.07675745],[-4.10355517  4.26146743  2.15667487],[-2.07675745  2.15667487  1.4663726 ]
[ 4.06807907 -4.22842535 -2.11755707],[-4.22842535  4.39510124  2.20102692],[-2.11755707  2.20102692  1.4719752 ]
[ 4.28191418 -4.31165161 -2.14250715],[-4.31165161  4.4914266   2.23257356],[-2.14250715  2.23257356  1.4778105 ]
[ 4.56550504 -4.47554422 -2.19092055],[-4.47554422  4.68022226  2.29378678],[-2.19092055  2.29378678  1.4836458 ]
[ 4.29362153 -4.49187031 -2.19802362],[-4.49187031  4.6992816   2.299517  ],[-2.19802362  2.299517    1.48946638]
[ 4.28736706 -4.5437094  -2.20246244],[-4.5437094   4.81538726  2.33415232],[-2.20246244  2.33415232  1.49196582]
[ 4.61263831 -4.75731849 -2.26380916],[-4.75731849  5.06329588  2.4116775 ],[-2.26380916  2.4116775   1.4978011 ]
[ 4.52140244 -4.81671513 -2.28316627],[-4.81671513  5.13132426  2.43229388],[-2.28316627  2.43229388  1.50360463]
[ 4.758548   -4.92798661 -2.31440498],[-4.92798661  5.2613274   2.47175274],[-2.31440498  2.47175274  1.5094399 ]
[ 4.54418976 -4.89697379 -2.29685295],[-4.89697379  5.27715391  2.47517081],[-2.29685295  2.47517081  1.51389774]
[ 4.59089603 -4.98662946 -2.31656515],[-4.98662946  5.41648297  2.51625592],[-2.31656515  2.51625592  1.51865228]
[ 4.7189771  -5.13013901 -2.35830473],[-5.13013901  5.57713308  2.56378619],[-2.35830473  2.56378619  1.52436481]
[ 4.94082396 -5.22453736 -2.38409005],[-5.22453736  5.68888845  2.59641346],[-2.38409005  2.59641346  1.53020005]
[ 4.84270292 -5.27623208 -2.39880778],[-5.27623208  5.74857926  2.61355764],[-2.39880778  2.61355764  1.53603127]
[ 4.93701601 -5.39958099 -2.43106217],[-5.39958099  5.90549267  2.65883965],[-2.43106217  2.65883965  1.54178118]
[ 5.07912495 -5.40015166 -2.43121493],[-5.40015166  5.90746736  2.65903313],[-2.43121493  2.65903313  1.54761641]
[ 5.08526665 -5.56630736 -2.477638  ],[-5.56630736  6.09285946  2.71201341],[-2.477638    2.71201341  1.55337943]
[ 5.2095101  -5.70547982 -2.51624662],[-5.70547982  6.24867535  2.75580826],[-2.51624662  2.75580826  1.55910207]
[ 5.43655435 -5.8063373  -2.54257167],[-5.8063373   6.36845459  2.78911967],[-2.54257167  2.78911967  1.56493728]
[ 5.33526422 -5.85600305 -2.55583146],[-5.85600305  6.42757458  2.8052918 ],[-2.55583146  2.8052918   1.57077249]
[ 5.60435558 -6.00668178 -2.59470446],[-6.00668178  6.60611498  2.8544797 ],[-2.59470446  2.8544797   1.57660769]
[ 5.43708193 -5.99980293 -2.58995183],[-5.99980293  6.62077053  2.85800668],[-2.58995183  2.85800668  1.58224745]
[ 5.50996014 -6.11539809 -2.61547889],[-6.11539809  6.78736867  2.90287229],[-2.61547889  2.90287229  1.58742149]
[ 5.64604353 -6.27188789 -2.65670689],[-6.27188789  6.96711152  2.95119647],[-2.65670689  2.95119647  1.59319135]
[ 5.84571741 -6.34089331 -2.67405504],[-6.34089331  7.0500991   2.97316193],[-2.67405504  2.97316193  1.59902652]
[ 5.79023516 -6.44143471 -2.70010552],[-6.44143471  7.16587792  3.00377593],[-2.70010552  3.00377593  1.60485023]
[ 6.01713254 -6.54287681 -2.7253284 ],[-6.54287681  7.28736292  3.0357101 ],[-2.7253284   3.0357101   1.61068539]
[ 5.90851481 -6.59422646 -2.73679688],[-6.59422646  7.35952452  3.05441797],[-2.73679688  3.05441797  1.6164833 ]
[ 6.01534343 -6.73691128 -2.7703506 ],[-6.73691128  7.54504068  3.10266935],[-2.7703506   3.10266935  1.62217677]
[ 6.16344587 -6.90796453 -2.81357336],[-6.90796453  7.74242404  3.15344384],[-2.81357336  3.15344384  1.62794381]
[ 6.35657671 -6.96944885 -2.82843402],[-6.96944885  7.81685418  3.17226201],[-2.82843402  3.17226201  1.63377894]
[ 6.31522241 -7.08715756 -2.85760297],[-7.08715756  7.95345539  3.20690172],[-2.85760297  3.20690172  1.63960339]
[ 6.54675467 -7.19455731 -2.88327975],[-7.19455731  8.08259433  3.23941505],[-2.88327975  3.23941505  1.64543852]
[ 6.44255148 -7.24862203 -2.89529373],[-7.24862203  8.15555121  3.25754553],[-2.89529373  3.25754553  1.651256  ]
[ 6.5600269  -7.40365648 -2.93060236],[-7.40365648  8.35578386  3.30748463],[-2.93060236  3.30748463  1.65697461]
[ 6.71555883 -7.5850537  -2.97450728],[-7.5850537   8.56713178  3.35963291],[-2.97450728  3.35963291  1.6627582 ]
[ 6.95572091 -7.70312594 -3.00192132],[-7.70312594  8.70945975  3.39435031],[-3.00192132  3.39435031  1.6685933 ]
[ 6.87137862 -7.77269473 -3.01839246],[-7.77269473  8.7922416   3.41431597],[-3.01839246  3.41431597  1.67442757]
[ 7.15581085 -7.94394916 -3.05774555],[-7.94394916  8.9982712   3.46415118],[-3.05774555  3.46415118  1.68026265]
[ 6.99774484 -7.94593397 -3.0555661 ],[-7.94593397  9.02260733  3.46959505],[-3.0555661   3.46959505  1.68595318]
[ 7.09037846 -8.08372908 -3.0835732 ],[-8.08372908  9.21625184  3.51557888],[-3.0835732   3.51557888  1.69132097]
[ 7.24430627 -8.26717957 -3.12598069],[-8.26717957  9.4344846   3.56736134],[-3.12598069  3.56736134  1.69714037]
[ 7.49427188 -8.39766475 -3.15525253],[-8.39766475  9.5925212   3.60444935],[-3.15525253  3.60444935  1.70297543]
[ 7.40662968 -8.46341617 -3.17028831],[-8.46341617  9.67099126  3.62263062],[-3.17028831  3.62263062  1.70880979]
[ 7.5332597  -8.63178107 -3.20608615],[-8.63178107  9.89049698  3.67360864],[-3.20608615  3.67360864  1.71450979]
[ 7.67983338 -8.63775089 -3.2074081 ],[-8.63775089  9.89898587  3.6752836 ],[-3.2074081   3.6752836   1.72034483]
[ 7.70953936 -8.83812835 -3.25288379],[ -8.83812835  10.13193492   3.72907086],[-3.25288379  3.72907086  1.72614874]
[ 7.87242498 -9.03152978 -3.29614491],[ -9.03152978  10.36130147   3.78145807],[-3.29614491  3.78145807  1.73195905]
[ 8.13056125 -9.17219975 -3.32661348],[ -9.17219975  10.53203142   3.8200594 ],[-3.32661348  3.8200594   1.73779407]
[ 8.04129191 -9.23754132 -3.34085574],[ -9.23754132  10.61175352   3.83785429],[-3.34085574  3.83785429  1.74362994]
[ 8.17792959 -9.41843412 -3.3781112 ],[ -9.41843412  10.84711464   3.89053627],[-3.3781112   3.89053627  1.74933654]
[ 8.32298152 -9.42257818 -3.37899735],[ -9.42257818  10.85341985   3.89165912],[-3.37899735  3.89165912  1.75517154]
[ 8.3568578  -9.63030184 -3.42427034],[ -9.63030184  11.09780187   3.94607297],[-3.42427034  3.94607297  1.7609886 ]
[ 8.53581417 -9.84352089 -3.47031851],[ -9.84352089  11.3515759    4.00198106],[-3.47031851  4.00198106  1.76679873]
[ 8.79394657 -9.98452847 -3.49984973],[ -9.98452847  11.52316778   4.03939419],[-3.49984973  4.03939419  1.7726337 ]
[  8.71015928 -10.055951    -3.51495589],[-10.055951    11.6096831    4.05804723],[-3.51495589  4.05804723  1.7784692 ]
[  9.02626476 -10.26725334  -3.55882217],[-10.26725334  11.86633952   4.11362029],[-3.55882217  4.11362029  1.78430417]
[  8.86627966 -10.26754554  -3.55632292],[-10.26754554  11.89027796   4.11838135],[-3.55632292  4.11838135  1.79000421]
[  8.97541326 -10.43072802  -3.58610071],[-10.43072802  12.12201852   4.16756906],[-3.58610071  4.16756906  1.79528373]
[  9.15625395 -10.6493312   -3.63154755],[-10.6493312   12.38588342   4.22373235],[-3.63154755  4.22373235  1.80111066]
[  9.42083635 -10.7987872   -3.66191058],[-10.7987872   12.56852146   4.26221831],[-3.66191058  4.26221831  1.8069456 ]
[  9.33595958 -10.86832661  -3.67624049],[-10.86832661  12.65221435   4.27964529],[-3.67624049  4.27964529  1.81278042]
[  9.48826764 -11.07181666  -3.71538766],[-11.07181666  12.91965697   4.33547047],[-3.71538766  4.33547047  1.81845076]
[  9.63583109 -11.07904468  -3.71683945],[-11.07904468  12.92974493   4.33731071],[-3.71683945  4.33731071  1.82428567]
[  9.68306372 -11.30401963  -3.76282252],[-11.30401963  13.19632945   4.39272465],[-3.76282252  4.39272465  1.8301037 ]
[  9.86847337 -11.52723805  -3.807947  ],[-11.52723805  13.46482392   4.44801572],[-3.807947    4.44801572  1.83592389]
[ 10.15077024 -11.69857281  -3.84170715],[-11.69857281  13.67446667   4.49080435],[-3.84170715  4.49080435  1.84175878]
[ 10.0752022  -11.78126953  -3.85805896],[-11.78126953  13.77623476   4.51135812],[-3.85805896  4.51135812  1.84759473]
[ 10.40247986 -12.00751583  -3.90225833],[-12.00751583  14.05281454   4.56737731],[-3.90225833  4.56737731  1.85342961]
[ 10.22915226 -11.99326605  -3.89669971],[-11.99326605  14.06162171   4.56872357],[-3.89669971  4.56872357  1.85911331]
[ 10.36063722 -12.18520627  -3.93022814],[-12.18520627  14.33109644   4.62236562],[-3.93022814  4.62236562  1.86442214]
[ 10.56062946 -12.42777602  -3.97772472],[-12.42777602  14.62504266   4.68099793],[-3.97772472  4.68099793  1.87024704]
[ 10.838792   -12.59470639  -4.00969356],[-12.59470639  14.83015474   4.72153548],[-4.00969356  4.72153548  1.87608189]
[ 10.76097745 -12.6737293   -4.02494362],[-12.6737293   14.92647431   4.74037406],[-4.02494362  4.74037406  1.88191736]
[ 10.92984772 -12.89753541  -4.06580908],[-12.89753541  15.21946724   4.79777308],[-4.06580908  4.79777308  1.88761913]
[ 11.08178328 -12.91015558  -4.06820047],[-12.91015558  15.2361998    4.80080549],[-4.06820047  4.80080549  1.89345396]
[ 11.14422716 -13.15595389  -4.11539115],[-13.15595389  15.53083583   4.85829191],[-4.11539115  4.85829191  1.8992779 ]
[ 11.35348409 -13.40978004  -4.16368473],[-13.40978004  15.8385073    4.91779513],[-4.16368473  4.91779513  1.9051008 ]
[ 11.63885735 -13.58583076  -4.19644061],[-13.58583076  16.05515567   4.959329  ],[-4.19644061  4.959329    1.9109356 ]
[ 11.57024318 -13.6768638   -4.21343725],[-13.6768638   16.16704507   4.98058846],[-4.21343725  4.98058846  1.91677143]
[ 11.74093459 -13.90321802  -4.25358667],[-13.90321802  16.46372439   5.03695466],[-4.25358667  5.03695466  1.92247897]
[ 11.88797437 -13.90985696  -4.25480873],[-13.90985696  16.4731601    5.03850444],[-4.25480873  5.03850444  1.92831375]
[ 11.95430111 -14.16446489  -4.30189488],[-14.16446489  16.78325684   5.09724916],[-4.30189488  5.09724916  1.93414775]
[ 12.17038711 -14.42810899  -4.35054452],[-14.42810899  17.10466295   5.15761268],[-4.35054452  5.15761268  1.9399761 ]
[ 12.4641108  -14.61472059  -4.3843235 ],[-14.61472059  17.33466746   5.20044446],[-4.3843235   5.20044446  1.94581086]
[ 12.38255553 -14.69059806  -4.39802234],[-14.69059806  17.42885068   5.21779129],[-4.39802234  5.21779129  1.95164687]
[ 12.5832659  -14.95459478  -4.44388044],[-14.95459478  17.77280615   5.28133506],[-4.44388044  5.28133506  1.95735729]
[ 12.72600089 -14.95595807  -4.44412338],[-14.95595807  17.77578413   5.28164334],[-4.44412338  5.28164334  1.96319202]
[ 12.82388605 -15.24610461  -4.49669955],[-15.24610461  18.1258431    5.34605217],[-4.49669955  5.34605217  1.96901691]
[ 13.03954746 -15.50603448  -4.54369241],[-15.50603448  18.43907136   5.40315249],[-4.54369241  5.40315249  1.97482585]
[ 13.33764038 -15.69828688  -4.57756741],[-15.69828688  18.67635645   5.44610473],[-4.57756741  5.44610473  1.98066056]
[ 13.25935124 -15.78121903  -4.59182993],[-15.78121903  18.78273755   5.46517581],[-4.59182993  5.46517581  1.98649445]
[ 13.636842   -16.07117205  -4.64256754],[-16.07117205  19.14013305   5.52951155],[-4.64256754  5.52951155  1.99232914]
[ 13.45626769 -16.05156207  -4.63618612],[-16.05156207  19.14741079   5.53036269],[-4.63618612  5.53036269  1.99799218]
[ 13.61487025 -16.28038502  -4.67230516],[-16.28038502  19.46775639   5.58704838],[-4.67230516  5.58704838  2.00332394]
[ 13.85012846 -16.57125225  -4.7229417 ],[-16.57125225  19.82699603   5.65085517],[-4.7229417   5.65085517  2.00915914]
[ 14.15703549 -16.77499282  -4.75796601],[-16.77499282  20.07923561   5.69528839],[-4.75796601  5.69528839  2.0149938 ]
[ 14.33261545 -17.15991949  -4.82501787],[-17.15991949  20.54495073   5.77681932],[-4.82501787  5.77681932  2.02080253]
[ 14.4810121  -17.16826813  -4.82643402],[-17.16826813  20.55654038   5.77861593],[-4.82643402  5.77861593  2.02663717]
[ 14.53549423 -17.43310532  -4.86899014],[-17.43310532  20.90835011   5.83961082],[-4.86899014  5.83961082  2.03236663]
[ 14.78428044 -17.73944867  -4.92097952],[-17.73944867  21.28531597   5.9046144 ],[-4.92097952  5.9046144   2.03819875]
[ 15.1017807  -17.95653548  -4.95726648],[-17.95653548  21.55437096   5.95064489],[-4.95726648  5.95064489  2.04403336]
[ 15.02496382 -18.03847583  -4.97091672],[-18.03847583  21.65640166   5.96791936],[-4.97091672  5.96791936  2.04986937]
[ 15.23238974 -18.31489486  -5.01495928],[-18.31489486  22.02119439   6.02981312],[-5.01495928  6.02981312  2.05554883]
[ 15.38952816 -18.33406081  -5.01813585],[-18.33406081  22.04616122   6.03384282],[-5.01813585  6.03384282  2.06138342]
[ 15.50258167 -18.64636556  -5.07023879],[-18.64636556  22.42768318   6.09843827],[-5.07023879  6.09843827  2.06721454]
[ 15.74440282 -18.94314733  -5.11949429],[-18.94314733  22.79177411   6.15960777],[-5.11949429  6.15960777  2.07304304]
[ 16.08179923 -19.18511264  -5.15897716],[-19.18511264  23.09193123   6.20969196],[-5.15897716  6.20969196  2.07887761]
[ 15.99265817 -19.25398422  -5.16996736],[-19.25398422  23.18038352   6.22426116],[-5.16996736  6.22426116  2.08471276]
[ 16.41089579 -19.59598799  -5.22543785],[-19.59598799  23.60425671   6.29462727],[-5.22543785  6.29462727  2.09054731]
[ 16.24194521 -19.59089269  -5.22182929],[-19.59089269  23.63036649   6.29852563],[-5.22182929  6.29852563  2.09622783]
[ 16.41050725 -19.83400879  -5.2574107 ],[-19.83400879  23.97171157   6.35419366],[-5.2574107   6.35419366  2.1015905 ]
[ 16.6710515  -20.16081296  -5.30981431],[-20.16081296  24.38109087   6.42132168],[-5.30981431  6.42132168  2.10742484]
[ 17.01192124 -20.40774544  -5.3492056 ],[-20.40774544  24.68825331   6.4713147 ],[-5.3492056   6.4713147   2.11325935]
[ 16.9420379  -20.49912363  -5.36367963],[-20.49912363  24.803044     6.48981801],[-5.36367963  6.48981801  2.11909532]
[ 17.1626736  -20.79306069  -5.4084526 ],[-20.79306069  25.191379     6.55249275],[-5.4084526   6.55249275  2.12478362]
[ 17.33342617 -20.82918974  -5.41416918],[-20.82918974  25.23747365   6.55974837],[-5.41416918  6.55974837  2.13061811]
[ 17.43293553 -21.13042531  -5.46169189],[-21.13042531  25.6121475    6.62010614],[-5.46169189  6.62010614  2.13645411]
[ 17.72070931 -21.48644094  -5.5179627 ],[-21.48644094  26.05241014   6.69055559],[-5.5179627   6.69055559  2.14228603]
[ 18.05762005 -21.72878024  -5.55574005],[-21.72878024  26.35428993   6.73850268],[-5.55574005  6.73850268  2.1481205 ]
[ 17.97798856 -21.80639394  -5.56786685],[-21.80639394  26.45005904   6.75354244],[-5.56786685  6.75354244  2.15395624]
[ 18.21303133 -22.12127987  -5.61460746],[-22.12127987  26.86818339   6.81942021],[-5.61460746  6.81942021  2.15960701]
[ 18.38072106 -22.15364913  -5.61961592],[-22.15364913  26.90966808   6.82577691],[-5.61961592  6.82577691  2.16544145]
[ 18.51857381 -22.49695187  -5.67314331],[-22.49695187  27.33001426   6.89191534],[-5.67314331  6.89191534  2.17127043]
[ 18.78769892 -22.83097173  -5.72467713],[-22.83097173  27.74439357   6.95667697],[-5.72467713  6.95667697  2.17710464]
[ 19.14694457 -23.10131572  -5.76590723],[-23.10131572  28.08138252   7.00900402],[-5.76590723  7.00900402  2.18293905]
[ 19.06547908 -23.18093895  -5.77770662],[-23.18093895  28.18476111   7.02487855],[-5.77770662  7.02487855  2.1887733 ]
[ 19.3398181  -23.54399158  -5.83087545],[-23.54399158  28.66208873   7.09841698],[-5.83087545  7.09841698  2.19445098]
[ 19.48170898 -23.54432216  -5.83092328],[-23.54432216  28.66380494   7.09847791],[-5.83092328  7.09847791  2.20028536]
[ 19.61935707 -23.88582562  -5.8831294 ],[-23.88582562  29.08009201   7.1624882 ],[-5.8831294   7.1624882   2.20611037]
[ 19.90774406 -24.24644766  -5.93736474],[-24.24644766  29.53073264   7.23135749],[-5.93736474  7.23135749  2.21194638]
[ 20.2651629  -24.51480981  -5.97742396],[-24.51480981  29.86563411   7.28219671],[-5.97742396  7.28219671  2.21778073]
[ 20.21366472 -24.62835975  -5.99435239],[-24.62835975  30.00723301   7.30352856],[-5.99435239  7.30352856  2.22361669]
